20
915 968
534 261 771
134 709 124
587 527 -79
631 127 -999
320 773 87
153 504 -628
535 549 74
128 386 13
493 803 128
671 354 -476
536 358 -975
454 505 -851
843 724 -439
618 381 -970
385 689 531
579 402 449
328 240 459
634 155 -2
491 255 -132
886 655 474
525 509 -588
497 364 -729
49 504 -803
123 910 -912
49 561 420
310 302 -648
777 210 210
569 515 -518
292 330 -991
662 244 215
667 682 515
472 298 765
94 78 528
794 408 671
648 728 670
82 798 -808
156 500 518
849 875 711
216 775 -771
200 284 -771
472 320 434
502 750 -143
70 262 -52
261 609 -16
27 493 905
733 808 871
687 606 -235
846 893 94
101 694 605
220 685 473
861 496 -672
144 198 34
667 910 -304
416 736 674
338 368 207
733 532 762
69 761 817
110 84 -538
713 37 -787
117 736 736
507 792 233
107 362 204
358 579 412
532 867 -667
765 144 164
172 159 988
156 369 -140
876 657 485
284 234 -674
534 2 71
22 793 190
212 418 -839
654 145 -869
729 35 508
279 431 -196
640 430 401
367 765 617
197 175 368
337 158 -889
45 906 942
435 494 960
658 773 5
179 468 281
518 778 -556
283 792 -775
897 426 128
433 547 836
793 865 -661
220 374 -618
180 786 -776
339 326 33
477 120 -824
479 694 471
515 249 989
628 426 -228
824 162 -599
296 668 980
126 79 580
87 608 -663
170 23 513
100 290 -947
642 471 -329
32 232 441
630 426 -981
124 102 930
201 582 438
628 580 678
62 248 782
592 888 -287
854 570 506
586 106 -905
799 839 679
400 667 -374
726 897 622
856 419 -743
850 752 292
223 488 -113
12 210 -261
749 452 525
897 278 602
352 269 -112
235 672 83
99 504 913
155 194 858
744 249 -572
902 352 -712
108 432 80
102 558 235
4 845 444
139 384 -349
492 70 496
372 735 -427
328 419 60
706 493 167
477 404 -624
634 205 951
854 664 453
711 55 -338
877 682 -918
437 280 786
195 398 175
895 695 695
7 707 -144
729 588 693
122 831 -750
722 108 72
10 129 -292
77 569 -316
311 775 -527
295 383 302
19 184 72
641 215 -688
637 614 -918
865 438 -891
889 886 68
38 185 764
251 572 33
290 646 -867
515 677 578
766 178 -334
58 430 3
751 247 170
243 98 555
650 312 -446
692 902 -113
506 774 -131
167 640 751
330 144 -835
299 489 978
715 558 669
598 152 915
824 61 70
339 62 -384
220 629 -643
79 591 1
450 655 -993
121 659 11
506 532 625
259 351 104
634 17 437
217 385 844
130 791 464
82 806 784
382 409 287
660 286 -651
88 752 -850
309 316 608
674 661 -398
131 398 -53
50 48 447
237 692 -861
277 554 -244
545 382 216
388 529 -443
856 263 -450
756 295 -508
452 279 -225
130 641 115
527 187 -417
432 898 -96
70 82 -873
231 444 -802
143 181 -116
604 757 -574
58 748 327
361 159 -61
305 564 501
444 168 -587
387 234 -769
332 834 380
560 867 137
634 667 -134
640 891 582
289 502 -201
80 570 611
833 772 -503
367 118 -450
420 57 -273
647 150 80
303 513 -53
595 737 -206
350 409 -449
744 16 -179
560 131 799
145 677 -233
123 47 -762
471 154 -661
631 723 -382
336 205 759
176 464 -234
221 706 -963
257 337 -393
801 799 955
545 907 180
429 478 169
704 107 437
57 697 -9
851 575 9
807 634 813
350 220 -470
201 29 -397
16 400 715
542 436 212
838 132 294
597 108 -141
778 780 500
266 309 -880
736 75 -338
580 149 -420
34 755 -817
572 408 409
713 831 234
744 332 -154
676 400 -163
136 470 -603
184 835 -843
98 147 -910
14 596 553
247 713 671
239 532 104
414 669 -767
787 247 51
49 123 555
276 520 -942
268 321 -446
348 556 251
608 821 -419
731 151 -139
754 735 342
634 696 742
281 49 -488
91 71 -318
454 426 33
263 736 544
806 833 -855
310 664 670
139 732 194
659 226 -417
419 768 370
647 641 907
508 89 339
812 800 -242
570 531 -968
410 634 929
364 141 582
269 584 -334
365 218 -959
278 457 784
348 809 -51
749 453 942
278 542 -106
247 205 885
596 432 491
877 136 409
552 911 526
505 381 -715
361 868 173
681 143 -115
392 120 -182
261 155 -450
747 737 -123
712 633 513
637 97 -893
231 712 401
669 891 -870
414 80 491
80 265 -943
73 219 -792
678 665 -251
724 277 499
213 568 495
70 325 211
384 807 924
782 195 -215
273 797 178
452 97 250
865 394 659
552 98 -517
209 699 224
673 328 548
20 490 -881
231 473 -771
784 799 -899
148 474 -597
741 326 683
681 279 330
608 704 -215
900 203 -499
382 449 -291
333 117 15
68 97 864
295 23 723
86 347 512
269 241 280
604 807 -805
798 63 115
13 667 85
526 470 -389
512 91 22
149 537 -535
895 214 771
741 446 -304
747 264 443
660 6 -751
298 434 957
523 903 -917
843 909 112
275 267 54
743 473 885
706 18 -142
325 333 688
614 773 -129
755 18 692
190 574 511
872 712 -523
399 302 -127
433 811 313
554 296 -340
399 803 695
337 224 152
423 499 997
418 559 243
908 866 727
835 607 396
131 651 -842
49 688 -870
454 553 -615
632 384 -465
161 91 648
90 849 1000
721 337 92
290 686 51
186 19 -681
704 665 906
684 479 458
453 732 -395
333 332 -60
855 558 442
265 67 299
166 266 -108
547 274 235
460 187 -378
190 300 330
178 660 -276
300 454 -155
207 85 -826
69 355 -743
112 259 412
130 279 -9
101 464 -771
78 723 772
900 477 -271
564 45 -1000
700 75 65
287 475 -401
465 27 -292
407 128 772
481 629 -21
201 710 377
710 498 -964
637 436 552
677 65 316
72 869 -652
267 895 242
637 65 -47
153 897 996
207 546 -742
398 730 349
538 272 -595
412 195 -255
301 843 69
50 169 443
291 464 341
135 123 -791
411 874 -127
376 366 -814
313 564 -627
82 145 249
829 228 139
736 38 -885
550 431 -545
13 171 -207
795 219 719
557 898 -613
457 703 -358
284 38 -671
682 830 815
278 798 -517
594 748 490
53 534 313
758 68 186
124 570 -272
310 176 -639
877 637 -896
4 43 -146
441 848 831
800 291 -728
779 836 -788
725 397 -242
478 281 -218
358 706 44
721 107 738
756 397 -788
169 428 -948
745 663 -129
64 900 695
82 840 -678
233 224 -849
478 359 -74
184 404 426
832 653 -888
242 285 915
559 764 -621
211 800 918
266 373 -199
719 855 -346
688 731 -468
745 372 661
798 803 838
699 392 312
67 708 -919
488 72 -445
686 433 -228
94 886 377
809 368 -325
422 632 177
556 827 211
418 525 -690
457 845 -130
873 117 -812
637 435 819
632 189 -925
250 498 371
863 636 -225
902 437 -512
550 76 -720
268 736 936
735 533 -43
220 756 -490
884 174 -474
73 365 -996
352 658 923
401 758 50
48 328 -573
97 564 -906
415 70 505
6 183 -472
453 261 650
195 394 781
334 902 -97
131 653 -606
549 309 267
561 767 642
712 66 898
559 830 330
118 36 -543
796 892 428
146 485 -341
492 637 -728
866 820 -905
474 580 406
835 534 451
111 898 -212
686 6 -596
174 286 -368
15 698 985
732 657 194
435 125 -177
101 239 -901
55 642 287
403 16 623
718 86 638
348 59 562
10 303 -713
170 592 268
125 363 -780
334 866 45
900 300 18
543 769 832
788 505 118
65 157 -451
741 60 554
352 752 749
887 763 867
314 481 -853
89 892 -731
166 237 278
766 133 791
884 110 -230
649 711 619
722 501 609
40 369 -158
83 279 -679
133 248 -353
879 271 662
423 280 818
637 430 -883
222 779 -285
398 42 -473
489 351 -708
37 690 10
326 844 48
509 881 997
140 726 6
82 596 -428
4 652 604
96 548 -14
53 595 -307
286 756 -499
887 335 -930
703 906 695
257 423 238
80 772 722
841 849 203
8 779 386
826 130 480
400 879 16
653 259 -945
164 62 -30
865 882 -486
147 887 -942
868 271 -924
415 820 44
657 323 827
200 49 -243
691 531 294
17 361 -670
337 357 -196
501 458 -44
860 422 -817
761 99 98
862 655 -792
318 142 459
764 351 -441
125 65 -520
357 398 -748
872 179 -383
497 313 379
599 154 -706
667 833 586
249 779 -541
564 428 412
694 764 826
869 310 841
897 541 230
343 878 257
626 684 -297
529 439 -309
690 50 -257
689 864 -687
761 684 -756
476 50 164
883 269 283
567 765 -664
310 182 -123
905 648 -71
185 635 -70
910 290 -636
426 468 -81
527 434 563
643 891 565
146 731 37
778 62 -897
357 175 650
624 215 -230
13 140 -560
396 651 -145
851 722 693
305 831 -139
732 835 827
825 269 -41
52 431 827
522 303 -281
17 402 -923
617 143 -865
405 414 399
695 265 -822
646 597 -60
381 164 -791
571 712 -963
187 204 -337
534 693 -548
501 406 -855
54 130 471
196 547 -582
633 622 484
59 705 -372
50 293 -366
277 600 -472
119 633 -879
39 379 -934
30 388 -317
700 446 -569
225 289 -291
776 143 -619
443 557 1
898 610 -543
513 166 -4
715 366 -783
94 730 274
881 259 699
159 869 -912
334 546 -494
18 157 117
395 806 -592
852 364 735
456 607 -255
93 164 908
677 542 744
67 4 -609
627 104 977
301 650 483
79 476 -613
648 557 -239
574 169 289
677 329 -977
450 842 722
398 876 -166
746 178 -307
565 821 596
562 814 -429
112 100 849
136 556 611
36 828 1000
500 812 -610
350 47 -709
25 641 -672
401 435 150
135 74 -851
204 74 -271
725 809 -641
732 900 -562
560 21 -172
346 412 36
493 429 673
911 60 -273
826 71 -989
66 431 26
491 93 971
671 369 668
358 558 765
572 714 697
173 237 -220
96 833 514
220 2 -926
29 159 -969
403 275 930
711 272 -648
160 730 -132
44 419 -36
822 186 340
705 227 791
819 10 564
387 100 -296
315 717 -743
873 477 -421
399 697 -125
919 974
31 534 912
845 118 -248
896 76 -848
568 180 -782
67 715 526
724 271 -699
299 497 -955
696 861 219
668 567 612
27 717 907
1 528 -415
785 465 -119
60 186 970
408 608 -326
465 601 312
25 181 653
779 104 -701
334 491 92
723 205 -293
119 842 -319
803 568 25
180 729 -897
642 525 211
479 568 -412
257 629 358
847 155 587
796 804 156
788 606 -48
718 746 48
514 95 62
428 384 414
671 297 -718
364 567 -736
130 699 741
841 486 713
572 431 251
464 834 -265
550 184 639
572 533 365
363 192 -695
122 247 170
320 483 -165
514 323 -237
891 466 364
831 894 -761
381 476 -567
106 716 -757
634 558 421
563 787 -559
14 616 -226
553 171 -942
240 416 15
112 664 -314
662 362 -523
12 683 -818
356 827 -56
233 513 716
334 817 -661
429 643 171
383 400 -797
824 570 -628
785 801 -11
161 249 -163
641 678 567
776 83 -464
401 545 743
272 682 358
465 53 163
861 203 -954
28 615 -352
567 175 412
733 879 -780
427 48 -458
821 391 -996
666 106 -454
530 587 907
570 860 -561
889 711 462
78 764 959
815 551 438
25 247 -106
659 416 -324
231 58 -985
915 815 -999
585 888 -159
792 113 -882
333 246 574
601 697 -651
143 624 -667
894 431 660
526 693 768
420 310 -353
11 750 -671
294 287 458
791 248 -56
567 746 837
776 554 -929
295 885 839
195 769 356
872 377 51
89 293 885
799 816 707
6 112 413
160 589 -984
694 173 -169
68 702 -511
626 884 663
854 783 161
304 639 442
455 486 -61
398 644 19
435 800 -584
394 498 -176
120 175 179
492 810 -927
624 170 -100
858 176 -585
1 288 493
572 39 -779
75 24 22
749 609 -336
131 744 -612
581 363 137
137 662 557
830 159 -480
14 912 -862
492 404 109
173 853 454
113 336 -415
71 68 -102
69 500 -101
318 244 917
285 343 16
772 116 907
323 53 -64
323 823 941
359 323 -702
441 919 478
554 452 -971
642 377 -464
219 140 -109
459 49 -599
154 403 67
866 500 609
464 759 737
663 17 -995
824 915 -990
839 881 -96
438 675 323
383 110 733
467 510 -85
512 693 400
869 906 543
757 802 -230
344 341 540
369 782 139
908 807 876
391 486 -702
366 859 -484
823 4 637
823 901 -169
863 30 -68
401 682 712
375 630 -79
43 9 877
621 578 300
105 192 387
2 153 303
278 825 -989
511 59 581
415 45 623
775 557 372
568 699 -966
589 247 -912
270 437 -973
708 106 -287
275 3 665
445 896 -232
102 379 -460
79 40 -825
424 272 760
507 142 386
114 529 -908
122 834 395
593 471 -912
89 777 351
101 913 -611
673 709 969
383 579 796
269 424 547
822 413 970
405 436 -278
316 584 510
477 164 -243
697 409 -633
713 750 -375
187 381 -193
705 796 -212
451 820 -736
595 393 167
100 899 -696
18 314 218
368 584 229
845 68 475
885 259 -212
98 661 -4
866 498 -689
518 121 -503
197 377 559
43 360 -332
569 839 -913
384 485 786
206 724 -707
780 323 531
288 36 -277
597 732 995
446 239 575
673 632 600
671 150 -262
794 718 580
441 142 394
563 785 -49
718 62 -634
205 134 122
45 502 -303
276 712 -581
517 415 560
150 23 -71
756 218 106
396 511 -651
395 242 -586
567 632 -952
919 604 -125
621 160 -786
857 802 287
248 874 -444
887 568 -4
46 337 699
266 682 360
73 242 -201
842 108 343
350 826 539
796 538 742
885 249 407
196 868 201
326 698 -862
802 575 644
817 900 -999
437 486 -172
534 688 387
126 747 -599
559 869 695
392 151 825
545 711 -355
517 197 -900
292 785 -288
551 652 -757
905 155 757
286 455 54
721 711 740
723 405 -355
196 812 868
79 548 751
802 499 -31
675 102 52
643 820 -466
555 179 846
81 157 475
456 771 -953
89 688 -226
208 613 -865
842 67 -594
909 660 -862
693 164 84
820 4 -782
509 177 -935
318 531 -197
170 878 197
396 781 2
425 583 260
62 399 -951
759 815 -280
223 886 35
76 577 183
762 778 585
808 212 -700
540 156 894
81 329 538
776 734 -219
294 321 -923
630 856 970
752 55 -180
252 308 -910
298 174 -808
20 671 903
109 393 -617
55 421 -275
197 879 -159
724 421 90
219 168 113
755 364 64
322 329 -674
548 531 258
187 103 -924
445 207 -577
875 188 677
270 303 175
578 726 426
38 288 -78
183 319 -536
333 539 -332
802 757 -369
729 578 835
285 169 319
536 673 334
21 887 -697
567 617 -228
831 541 -438
493 246 236
66 758 236
585 719 617
467 750 615
36 21 -577
798 685 -382
378 910 -83
665 505 -72
415 891 670
916 103 -456
556 388 -153
237 332 -680
522 729 -421
302 908 -681
154 819 906
612 234 -885
667 377 646
220 676 226
33 58 -367
629 367 -159
317 293 -158
562 764 803
34 866 508
780 220 -708
557 512 -476
691 223 121
582 333 -275
423 504 454
896 359 505
659 295 25
915 689 581
263 219 4
345 793 417
560 658 500
483 858 350
667 536 -581
595 487 966
822 101 -794
467 770 84
428 564 554
111 642 -230
314 629 -960
730 406 -273
638 352 510
106 883 -136
799 730 -249
484 195 -516
727 522 359
172 463 445
514 355 -883
598 745 -362
61 564 785
668 499 142
546 235 -157
587 448 -403
180 812 -515
185 902 -765
249 825 614
173 27 -71
154 13 7
723 389 735
477 807 -933
20 785 542
658 613 155
559 392 355
607 229 927
375 916 -703
675 138 -771
663 644 -885
505 643 -914
194 60 89
13 650 823
7 674 -347
42 197 -355
700 687 11
522 667 558
652 566 -6
344 673 737
489 423 116
805 426 421
830 245 417
672 790 -376
343 480 384
583 45 908
340 50 -369
388 264 -779
444 633 -998
153 4 -321
313 462 -755
848 527 421
116 356 -817
387 135 -354
853 579 602
209 526 -991
38 470 -218
437 191 -183
267 233 -368
74 587 266
356 633 225
214 60 593
748 625 231
908 531 494
187 892 520
43 539 -910
507 753 -387
68 231 413
355 387 -879
404 619 -52
893 77 305
80 185 419
112 305 434
435 524 705
193 681 478
493 408 -666
828 911 573
642 212 951
773 517 -12
382 374 400
82 513 -890
35 148 -862
659 646 697
451 94 229
732 236 -721
658 173 -116
369 152 78
29 322 -145
502 255 828
302 861 -447
678 148 -453
592 637 73
858 171 -440
463 897 -662
347 386 355
918 290 -19
624 349 -667
830 158 228
879 345 198
610 441 460
327 561 -389
846 138 -832
374 122 977
484 332 -403
403 689 -866
487 449 452
676 440 806
839 794 -259
179 111 -705
151 200 -196
317 98 782
693 70 517
208 617 579
552 523 -453
18 786 -443
209 756 915
127 18 191
712 657 167
449 340 -736
473 546 -244
166 498 664
610 600 -470
758 286 -507
13 38 373
494 566 -188
572 752 725
426 108 -132
764 427 -884
336 641 -796
751 423 -196
254 170 693
261 467 -166
893 486 -444
734 720 354
44 724 -611
181 214 161
641 271 520
25 182 34
774 710 843
861 904 337
753 166 -800
134 426 -932
481 133 624
888 382 -311
398 595 -247
667 411 -842
466 877 908
27 225 -398
707 306 -797
771 661 -910
654 191 -598
838 277 952
88 487 779
461 157 357
889 104 977
739 466 135
447 435 12
455 594 324
481 821 -580
302 633 -203
593 252 -901
409 350 -312
392 179 934
763 317 788
434 67 -471
430 813 38
800 98 -19
836 241 -307
646 437 206
148 824 -980
24 202 -660
380 729 -20
257 555 441
219 149 -53
862 212 -8
670 584 466
531 620 9
363 678 -18
467 46 73
335 553 181
791 62 -409
508 614 -248
464 322 803
821 394 -99
671 306 445
201 194 -707
511 9 347
168 191 353
236 419 -176
637 703 -950
46 14 -681
236 494 770
867 703 -148
343 348 982
691 53 494
395 541 385
579 555 -224
300 166 745
780 72 -110
174 303 566
678 334 123
3 511 -987
789 721 17
104 700 408
518 47 29
728 377 -872
900 493 -324
505 522 941
693 597 311
831 913 -365
770 268 550
667 521 499
889 155 719
623 232 -700
814 302 -236
66 305 584
494 652 617
871 883 -220
393 651 608
158 817 -116
220 670 301
310 808 -46
709 583 878
168 137 416
566 423 -335
852 242 332
883 556 -228
532 388 552
274 735 -559
267 107 -25
131 399 -455
84 220 -596
426 458 871
286 164 42
668 306 83
287 707 -428
97 222 114
437 176 770
188 192 230
331 324 826
9 594 688
710 315 423
200 823 56
436 845 159
356 559 -960
152 290 720
678 665 -492
770 340 -606
678 506 -289
828 147 -591
650 95 228
464 703 570
574 432 872
778 671 -542
835 414 -369
580 784 332
200 320 -151
379 583 589
871 518 942
588 542 323
360 349 253
574 917 -470
72 596 398
608 798 132
317 9 -147
896 108 -363
620 785 577
502 190 -155
794 287 106
278 412 631
114 314 -829
518 267 -532
265 58 123
46 888 -109
727 724 -800
47 339 -58
75 85 653
233 321 716
11 209 435
408 128 618
497 421 -418
114 399 -675
294 307 915
911 232 -20
443 754 -147
105 641 -55
727 567 866
33 378 -174
726 207 -834
877 853 -279
586 190 576
376 787 -596
840 513 -421
621 33 -281
797 575 -898
404 484 247
162 576 18
403 538 -788
758 708 -152
93 264 175
430 919 -565
72 873 -611
136 247 -267
270 909 -593
312 485 604
806 492 -762
510 707 -110
52 548 -677
695 457 143
246 5 -273
585 240 -744
447 7 448
751 221 325
461 554 157
725 669 174
608 659 -858
366 676 182
19 741 169
660 43 -753
109 796 698
228 369 -405
173 484 -729
568 113 987
816 722 -16
6 496 -914
560 749 854
456 45 976
527 706 144
891 519 -832
153 566 816
219 4 -73
636 212 648
785 566 937
499 694 -694
383 348 283
463 90 -442
332 327 -754
652 404 37
638 805 -433
622 858 327
607 725 344
433 593 147
330 105 545
794 560 7
342 878 -605
609 297 975
480 565 -347
614 456 770
172 908 754
35 310 82
452 863 712
33 488 -654
493 467 894
78 648 218
876 113 -323
278 54 100
640 665 299
248 155 -520
229 313 -541
289 805 849
858 58 122
683 714 925
45 520 400
746 847 -916
299 562 826
517 22 999
738 752 -509
815 845 419
479 783 792
270 168 467
401 471 -205
228 813 494
699 758 -699
373 222 -630
827 849 608
301 130 754
506 900 356
212 275 -987
84 897 686
377 809 808
421 523 91
536 686 312
731 563 -727
428 108 -303
797 115 -41
213 750 -757
415 124 281
598 871 -412
729 189 886
883 483 -425
240 19 -537
300 476 58
766 146 -499
887 600 -67
857 571 -256
98 97 768
750 806 -449
893 69 227
360 900 892
543 315 779
157 456 -532
917 231 -853
188 416 393
356 403 -891
749 809 -342
456 33 -323
563 267 141
599 317 -268
422 525 -551
454 42 874
118 11 745
820 749 -501
12 889 409
2 77 -475
515 403 308
183 212 -101
332 498 163
852 140 601
306 149 629
374 850 562
644 765 -422
577 357 -614
160 60 52
660 134 -131
669 754 349
585 414 -652
114 453 -68
12 836 463
54 300 689
610 874 -419
342 372 -175
517 401 -396
165 704 -311
477 858 -784
326 246 -240
723 226 -432
626 85 291
866 300 174
573 746 436
616 631 -342
905 240 899
581 393 -891
750 340 755
604 120 211
317 441 887
913 686 -337
771 309 -141
893 878 222
467 100 401
633 200 -293
421 29 186
123 502 485
34 913 791
894 763 680
339 251 764
678 870 -40
861 909 -370
464 280 -322
582 342 -525
427 143 806
283 483 244
300 290 -330
821 336 -241
735 207 958
443 34 -26
491 291 418
765 406 334
634 254 -806
245 161 737
78 803 -279
430 743 388
377 778 6
336 608 -773
857 333 -126
599 610 -45
527 435 769
54 358 -768
369 350 763
95 464 -908
876 685 -153
267 679 881
63 816 -386
213 684 187
337 907 816
155 239 -450
570 643 534
804 398 -997
284 427 753
379 864 646
800 344 778
533 656 517
698 744 588
822 815 252
510 569 250
83 180 959
769 15 1
628 97 -259
25 432 -843
28 431 860
291 241 -86
376 180 418
801 100 -170
70 843 -268
240 235 329
158 633 248
554 115 -630
807 283 260
732 207 612
285 655 95
825 261 782
244 90 319
36 798 665
390 833 -679
633 770 -275
568 543 -293
199 44 -648
299 32 -281
715 309 138
610 818 995
755 490 -795
409 809 -716
458 96 65
868 363 654
83 634 -931
63 358 -453
125 718 -536
296 42 495
47 403 -840
904 458 573
40 140 -965
59 331 29
888 627 152
23 167 273
51 636 90
503 50 -452
111 180 -151
878 627 503
98 599 303
789 434 991
79 157 -863
163 391 295
786 606 472
903 354 -802
471 786 -581
345 385 978
145 68 808
43 665 583
44 142 642
820 536 445
163 888 188
909 868 -968
503 497 -245
918 804 -496
79 788 828
322 884 839
745 158 563
305 651 838
122 281 702
254 352 404
1 849 861
280 439 473
699 546 492
354 543 496
31 467 -850
266 904 -601
463 180 -448
294 347 -169
8 619 772
206 693 163
852 789 344
775 425 40
490 428 -199
494 316 -30
840 182 918
782 304 -16
226 619 240
177 388 -235
673 643 -987
793 72 13
567 891 736
716 873 170
288 407 -842
294 893 441
151 873 433
596 655 419
863 519 -591
767 231 646
252 326 -473
292 83 108
797 456 -464
667 890 340
351 433 -482
38 599 -910
617 58 -733
809 225 467
607 776 997
484 729 348
284 807 573
858 635 -669
842 733 103
834 12 339
8 577 -999
439 916 207
589 284 423
765 173 950
254 323 -549
704 480 -738
347 730 386
106 89 624
83 466 406
708 525 -581
569 763 -995
556 613 -80
241 82 279
719 444 -754
184 332 998
792 275 -394
422 807 455
889 999
275 816 28
724 91 183
131 21 404
238 833 -681
450 786 168
71 555 -289
605 656 -289
858 399 494
513 479 -665
391 163 169
307 498 -851
12 629 -994
330 563 -276
83 131 342
863 82 815
665 866 -137
664 518 -882
134 114 -282
787 704 111
455 494 308
235 75 -436
540 447 710
509 170 -840
643 9 560
114 772 -611
803 111 377
56 512 494
184 527 -104
272 304 42
775 414 -730
839 692 947
450 678 -842
285 714 836
696 542 490
188 155 -424
560 503 -981
420 718 -182
226 358 769
844 836 -264
708 597 45
146 253 -514
882 622 369
91 832 413
315 858 -888
729 540 -191
193 387 803
599 252 18
375 843 -736
68 831 -615
547 126 -461
393 35 -638
519 128 409
380 812 499
676 858 -937
635 818 -501
398 624 -956
467 140 -770
887 373 791
462 32 -593
127 817 63
634 415 178
166 76 -56
367 365 -653
550 307 707
397 8 -204
396 842 492
314 272 -974
709 652 836
531 334 763
826 823 673
810 390 327
748 348 -716
843 489 441
544 783 -882
148 363 -139
418 527 692
226 671 -615
652 296 531
712 176 -704
512 886 -877
743 28 101
815 468 -893
23 158 -732
494 571 556
824 871 548
478 527 837
500 121 647
363 580 617
297 92 -689
821 241 413
817 17 429
276 347 421
573 881 786
731 197 775
491 253 -872
82 369 765
276 588 -627
170 466 -244
11 736 830
852 306 -642
288 392 412
760 673 852
649 638 704
127 91 -292
110 112 -601
730 695 -364
187 524 -60
286 51 -969
672 834 -966
684 115 -60
8 186 239
252 574 -998
510 609 688
670 74 -594
116 152 427
159 405 -104
758 888 -860
507 309 -918
817 77 650
226 296 -20
724 75 -274
179 417 -568
653 578 82
268 31 702
56 649 -30
238 188 316
37 371 -997
606 252 -222
398 217 -772
255 756 -579
100 347 596
850 238 -614
549 812 -42
419 592 -550
15 407 -512
831 833 -389
425 885 474
263 743 802
836 469 -736
78 657 -914
396 848 -790
695 421 993
595 886 107
683 457 -243
755 435 -618
726 516 952
402 573 -99
403 830 -469
849 154 -887
461 119 -25
533 607 824
226 373 183
20 231 -367
185 862 659
887 355 -432
737 526 -80
92 670 863
527 165 945
840 629 657
24 282 -856
610 260 -486
625 613 149
462 864 542
265 144 884
556 888 526
114 875 16
415 222 248
123 369 606
320 701 -428
228 634 -984
412 60 -834
133 347 -511
694 886 816
663 622 361
553 305 867
496 759 490
139 157 658
137 825 662
97 105 353
151 41 -633
653 89 144
456 481 -510
444 635 568
656 47 -475
563 681 -307
43 11 73
671 752 -117
263 111 -692
354 499 -837
154 705 -544
809 406 -976
187 576 356
339 858 953
535 524 90
181 638 -746
565 7 64
363 270 -165
778 109 862
817 816 -593
346 129 244
485 481 668
208 215 401
429 201 -375
803 329 -946
329 540 374
493 858 587
830 805 -368
356 465 -999
430 852 -740
764 426 859
297 818 661
224 41 -639
506 120 935
251 356 900
451 795 918
403 850 -422
7 286 -53
685 25 933
863 251 -518
363 457 -950
574 552 -731
141 839 733
579 522 -549
177 451 431
297 566 48
688 555 -304
471 449 609
300 246 -594
479 686 -988
511 182 398
514 728 566
833 385 -360
112 704 968
722 644 253
275 269 -711
835 266 -781
385 480 970
240 845 -271
252 474 291
291 519 -173
857 168 264
379 780 308
510 103 531
307 479 -871
463 233 487
164 378 101
21 814 -301
561 168 -778
324 258 -466
125 491 845
231 59 -199
34 436 -351
426 472 213
833 313 -514
223 201 550
693 29 -462
482 723 -506
875 36 -101
453 59 21
509 75 -839
332 607 659
603 668 -693
713 316 664
258 205 -442
250 91 220
9 524 937
515 350 779
22 532 -914
91 256 -57
786 538 -987
575 120 625
687 317 -875
717 26 -67
378 650 -549
361 68 -876
290 52 967
760 659 839
521 646 535
694 520 -539
118 886 414
516 175 -190
838 812 -847
813 772 -81
274 545 -148
632 450 392
313 467 -580
433 253 -199
796 410 796
374 183 467
100 478 735
184 161 843
495 587 490
229 795 21
282 605 -807
574 75 956
665 457 -878
519 99 -81
659 878 814
147 304 -209
649 79 1000
621 232 -146
527 85 348
289 582 -296
399 731 -339
558 87 -619
113 190 -299
259 797 -669
117 133 595
53 778 58
770 54 -141
886 798 -547
739 74 95
317 389 -678
351 220 898
76 732 828
594 155 482
544 133 -724
334 784 652
590 617 232
820 309 777
66 321 510
171 208 -833
76 441 -166
70 57 -530
18 670 -914
333 318 -274
27 825 -337
307 181 143
566 581 -526
183 590 -358
440 166 -605
547 289 -997
433 72 -577
791 386 -436
487 295 -928
181 830 -101
721 386 514
148 254 391
271 696 -47
641 122 -85
592 870 -227
138 584 -959
678 364 -868
528 505 938
296 81 -191
137 511 -312
238 462 365
465 624 -137
32 353 -228
33 48 -555
231 410 370
721 95 -971
274 178 -882
416 809 -846
563 418 331
719 783 -729
82 351 -519
266 78 -3
559 126 -510
104 778 -394
718 386 -407
553 351 278
684 298 -465
114 289 -203
696 738 -584
44 205 768
741 877 199
507 190 181
377 148 -340
206 717 272
234 452 490
628 252 -415
630 481 -178
203 4 -921
419 783 210
447 246 749
217 800 766
130 321 900
473 538 -103
430 656 233
430 597 -560
526 818 489
203 707 601
546 258 521
885 167 -699
873 842 -577
311 579 165
587 271 -362
799 420 -758
579 721 951
795 763 14
650 193 -133
193 345 757
560 43 169
405 763 521
194 524 584
116 799 973
658 562 -827
195 533 -922
479 741 -923
217 814 525
123 64 679
14 27 -930
105 379 343
842 486 -828
672 883 720
218 179 740
455 409 93
338 379 -478
190 602 -341
732 244 671
100 328 -255
478 207 -990
58 683 -316
636 582 -330
305 446 -782
640 620 -360
607 500 -937
97 616 -210
439 431 -238
376 377 466
483 245 -734
326 20 -190
708 259 331
765 650 -721
402 665 644
834 749 888
803 91 -338
695 751 917
135 8 664
171 694 -335
174 403 411
821 209 519
387 866 -741
41 507 -921
875 838 777
722 463 613
78 30 -687
628 197 822
621 230 -891
829 324 -162
600 275 48
507 699 -280
881 776 33
180 476 -55
701 515 -706
267 155 -595
21 587 -368
829 135 477
788 167 -871
400 383 592
255 779 880
204 262 -899
614 499 -614
593 787 400
286 666 -55
701 584 570
828 613 795
535 578 -732
718 481 -934
230 622 48
810 522 59
117 757 -699
414 487 127
400 421 -885
755 646 306
171 565 -134
718 342 475
757 160 240
796 833 -410
81 789 68
631 551 926
413 713 -341
625 120 -569
589 281 -199
676 173 363
